Customer ID;Gender;Age; Income (USD/Month) 
6699;Male;19; $16.478,00 
6621;Female;32; $5.565,00 
7792;Female;19; $30.423,00 
8627;Female;41; $16.809,00 
6228;Female;22; $13.286,00 
9059;Male;25; $20.030,00 
9514;Male;20; $20.197,00 
9034;Male;32; $8.848,00 
9901;Male;18; $8.212,00 
10343;Male;39; $22.510,00 
56043;Female;33; $6.945,00 
55298;Female;21; $5.272,00 
54235;Female;29; $5.346,00 
56646;Male;33; $29.418,00 
54019;Male;24; $32.657,00 
54432;Male;26; $7.837,00 
31;Female;29; $5.790,00 
56;Female;18; $15.353,00 
283;Male;19; $17.189,00 
560;Male;39; $31.144,00 
1108;Male;25; $20.012,00 
929;Male;19; $9.359,00 
1656;Female;31; $30.962,00 
366;Male;27; $30.932,00 
2469;Female;37; $3.363,00 
1181;Male;23; $5.968,00 
1998;Male;50; $19.305,00 
57;Male;53; $15.898,00 
17143;Male;24; $19.856,00 
15549;Female;39; $22.146,00 
15476;Female;62; $22.156,00 
17304;Female;42; $21.920,00 
17187;Female;35; $8.362,00 
23010;Female;25; $29.179,00 
22424;Male;23; $15.645,00 
22462;Female;25; $6.623,00 
50591;Male;51; $32.857,00 
47607;Female;36; $23.621,00 
45168;Male;54; $7.906,00 
20014;Female;18; $3.883,00 
19399;Female;21; $3.975,00 
20086;Male;56; $6.959,00 
18989;Female;20; $5.097,00 
20930;Female;40; $17.296,00 
18811;Male;38; $20.144,00 
20144;Male;37; $6.879,00 
20115;Male;23; $7.206,00 
19651;Female;20; $19.348,00 
18998;Male;24; $17.506,00 
18451;Female;22; $19.841,00 
20700;Male;31; $12.106,00 
19310;Male;23; $20.233,00 
20490;Male;27; $3.614,00 
20343;Female;36; $5.840,00 
20860;Male;35; $9.459,00 
19904;Male;58; $3.894,00 
20030;Female;33; $29.662,00 
19255;Male;20; $18.796,00 
20435;Male;22; $13.176,00 
19092;Female;43; $16.598,00 
18322;Male;30; $32.068,00 
20563;Male;39; $15.229,00 
20531;Male;40; $22.587,00 
18870;Male;24; $31.422,00 
19404;Male;20; $7.149,00 
18117;Male;30; $4.015,00 
20973;Female;49; $23.386,00 
18907;Male;25; $20.246,00 
19973;Male;30; $8.211,00 
20373;Male;27; $25.507,00 
20048;Female;25; $2.678,00 
20482;Female;25; $7.210,00 
20143;Male;19; $15.394,00 
20696;Male;26; $30.181,00 
19591;Female;35; $20.768,00 
44313;Male;50; $3.432,00 
42265;Female;59; $9.598,00 
42274;Male;22; $24.468,00 
42816;Male;26; $6.030,00 
42544;Female;60; $5.034,00 
43304;Male;19; $2.447,00 
42868;Female;37; $8.395,00 
43317;Male;24; $2.402,00 
42553;Male;41; $12.030,00 
43893;Male;24; $17.842,00 
43210;Female;39; $12.989,00 
43472;Female;37; $33.683,00 
43872;Male;38; $12.955,00 
43478;Male;27; $8.108,00 
42112;Male;22; $7.161,00 
43214;Male;51; $2.315,00 
43710;Male;29; $21.257,00 
44662;Female;32; $2.771,00 
43625;Female;31; $13.007,00 
42722;Female;29; $17.458,00 
43618;Male;34; $16.415,00 
42084;Male;27; $12.182,00 
43946;Female;21; $17.994,00 
42536;Male;39; $20.884,00 
42448;Female;29; $13.940,00 
44572;Female;33; $34.941,00 
44384;Female;36; $24.579,00 
42219;Female;28; $12.443,00 
43659;Female;59; $19.441,00 
44561;Male;21; $16.344,00 
44485;Female;22; $13.746,00 
44988;Male;20; $21.922,00 
42041;Female;38; $17.253,00 
43833;Male;19; $5.276,00 
44290;Female;40; $28.132,00 
42007;Male;22; $34.456,00 
43350;Female;25; $16.352,00 
43763;Female;18; $11.475,00 
44020;Male;28; $5.735,00 
42131;Male;37; $7.323,00 
44342;Female;38; $24.767,00 
44965;Female;27; $8.020,00 
43837;Female;34; $12.080,00 
43686;Male;31; $13.131,00 
44317;Female;42; $19.731,00 
44514;Male;32; $15.914,00 
43848;Female;23; $23.858,00 
43701;Male;37; $3.130,00 
43679;Female;33; $16.287,00 
44389;Male;39; $14.971,00 
44212;Male;20; $8.011,00 
42678;Male;30; $11.509,00 
44916;Male;44; $5.014,00 
44663;Male;28; $5.186,00 
43605;Female;32; $20.986,00 
42497;Female;21; $24.184,00 
43641;Male;28; $22.642,00 
42108;Female;46; $19.562,00 
42893;Male;29; $7.447,00 
43756;Female;29; $4.920,00 
43963;Male;32; $24.382,00 
42427;Male;22; $14.889,00 
42414;Male;57; $4.105,00 
42863;Male;60; $17.055,00 
42082;Female;28; $12.665,00 
43085;Female;32; $34.170,00 
44292;Male;31; $25.831,00 
36544;Female;49; $3.196,00 
37389;Male;27; $16.987,00 
36224;Male;21; $8.406,00 
37867;Female;37; $21.589,00 
37840;Female;48; $20.293,00 
36706;Female;35; $14.428,00 
36603;Female;53; $9.501,00 
38720;Female;36; $7.259,00 
36256;Female;23; $5.473,00 
37506;Male;29; $32.140,00 
14107;Female;65; $14.267,00 
14169;Female;31; $14.986,00 
13365;Male;28; $21.461,00 
13881;Female;28; $24.680,00 
13389;Male;25; $20.464,00 
14759;Male;40; $21.164,00 
14598;Male;40; $22.563,00 
14095;Male;38; $4.636,00 
12340;Female;29; $12.534,00 
13372;Male;18; $15.373,00 
12033;Male;19; $13.784,00 
12642;Male;57; $3.265,00 
41267;Female;22; $22.084,00 
40277;Male;32; $25.668,00 
53847;Female;23; $32.899,00 
51076;Male;24; $28.262,00 
53316;Female;27; $10.049,00 
53615;Female;30; $8.177,00 
53093;Male;33; $13.624,00 
53686;Male;54; $24.704,00 
52670;Female;31; $4.147,00 
52237;Male;27; $19.035,00 
52772;Male;49; $15.278,00 
53113;Male;59; $2.038,00 
52969;Female;39; $25.247,00 
53456;Male;38; $20.478,00 
52782;Male;26; $6.129,00 
28114;Male;34; $13.390,00 
27292;Male;32; $21.669,00 
29240;Female;27; $9.480,00 
29195;Male;24; $24.673,00 
27518;Female;23; $11.652,00 
28208;Male;20; $23.841,00 
27739;Male;24; $8.525,00 
29114;Female;59; $7.581,00 
28695;Female;64; $27.943,00 
27812;Male;38; $4.785,00 
27635;Male;19; $7.036,00 
28842;Female;56; $30.655,00 
29446;Male;27; $3.626,00 
27655;Female;28; $20.447,00 
29879;Male;60; $2.286,00 
27096;Male;33; $23.642,00 
28625;Male;18; $23.907,00 
27505;Female;44; $10.840,00 
28855;Female;62; $17.866,00 
28873;Female;32; $15.965,00 
35698;Male;23; $6.334,00 
33367;Female;41; $12.857,00 
33822;Male;58; $17.459,00 
33764;Female;21; $15.754,00 
33331;Male;52; $11.683,00 
33945;Female;31; $2.449,00 
33303;Female;50; $3.394,00 
33010;Male;22; $2.824,00 
33387;Female;59; $2.053,00 
57789;Female;34; $17.501,00 
59424;Female;24; $8.529,00 
59538;Female;40; $5.299,00 
58739;Male;22; $4.733,00 
58617;Male;38; $12.871,00 
59355;Female;35; $5.966,00 
59532;Male;51; $8.703,00 
59426;Male;38; $4.969,00 
59823;Female;32; $8.279,00 
58626;Female;23; $33.313,00 
58231;Male;65; $24.256,00 
57275;Male;55; $13.921,00 
59917;Male;32; $12.655,00 
58895;Male;25; $23.515,00 
57279;Male;35; $9.638,00 
58600;Female;55; $13.970,00 
58527;Female;27; $14.073,00 
57173;Female;54; $2.441,00 
59686;Male;51; $26.031,00 
59175;Female;22; $14.737,00 
57496;Female;21; $12.420,00 
57708;Female;40; $25.226,00 
58983;Female;18; $4.445,00 
57520;Male;39; $5.727,00 
58443;Male;34; $9.027,00 
57256;Female;61; $8.276,00 
57999;Male;61; $27.282,00 
59725;Male;35; $23.072,00 
59969;Female;48; $11.487,00 
58461;Female;39; $24.564,00 
59647;Female;30; $5.590,00 
58634;Male;27; $22.793,00 
58539;Male;34; $26.708,00 
59201;Male;26; $32.363,00 
57398;Female;35; $2.703,00 
57761;Male;56; $16.338,00 
58874;Female;38; $6.223,00 
58444;Male;61; $26.938,00 
58620;Female;27; $24.326,00 
59689;Female;44; $17.603,00 
57172;Male;33; $20.645,00 
57612;Female;34; $13.057,00 
59148;Female;45; $9.719,00 
58198;Male;20; $33.568,00 
57126;Male;20; $9.842,00 
57413;Female;43; $9.778,00 
58313;Female;34; $8.076,00 
58518;Female;37; $21.614,00 
58327;Female;29; $15.194,00 
59918;Male;37; $18.201,00 
57045;Female;18; $2.348,00 
57054;Female;37; $14.913,00 
57885;Male;53; $12.970,00 
59680;Male;33; $3.485,00 
57826;Female;37; $4.196,00 
59375;Male;56; $15.638,00 
58981;Male;40; $11.899,00 
59600;Male;36; $28.875,00 
58043;Male;30; $17.186,00 
58190;Female;24; $6.540,00 
58556;Male;35; $24.130,00 
57267;Female;24; $19.630,00 
59659;Male;21; $4.794,00 
57512;Female;36; $6.892,00 
59898;Female;47; $30.255,00 
58572;Female;65; $11.166,00 
57750;Male;20; $5.015,00 
58004;Male;26; $2.843,00 
57452;Male;57; $28.290,00 
58251;Female;48; $9.571,00 
57794;Male;28; $13.517,00 
58722;Male;45; $24.197,00 
59820;Male;36; $21.797,00 
59066;Male;61; $15.290,00 
58988;Male;38; $19.815,00 
58317;Male;28; $10.856,00 
59927;Female;40; $14.228,00 
58343;Male;59; $4.320,00 
57884;Male;21; $9.151,00 
58244;Female;19; $20.251,00 
57310;Female;31; $3.705,00 
58072;Female;35; $32.657,00 
59318;Male;40; $11.017,00 
57011;Male;53; $5.861,00 
59123;Male;48; $27.200,00 
59369;Female;58; $19.266,00 
58494;Female;48; $33.148,00 
57529;Male;30; $8.424,00 
59031;Male;38; $8.766,00 
59484;Male;26; $13.029,00 
59903;Female;20; $2.283,00 
57923;Male;30; $28.371,00 
57531;Male;29; $16.259,00 
59403;Male;34; $7.181,00 
57677;Female;24; $9.761,00 
59024;Female;28; $15.587,00 
59279;Male;45; $22.094,00 
59436;Female;23; $17.703,00 
4699;Female;27; $3.012,00 
3622;Female;64; $13.477,00 
4531;Male;23; $2.273,00 
3160;Male;63; $4.043,00 
3244;Male;34; $24.012,00 
4407;Male;56; $14.163,00 
4894;Male;24; $3.414,00 
5878;Female;31; $17.347,00 
3865;Female;18; $16.078,00 
5369;Female;18; $7.054,00 
5868;Female;18; $3.483,00 
5933;Male;29; $26.630,00 
5210;Male;25; $23.614,00 
4456;Male;53; $13.948,00 
5450;Male;61; $26.779,00 
3286;Female;30; $24.076,00 
4534;Male;29; $2.080,00 
5051;Female;50; $23.685,00 
4770;Male;29; $10.447,00 
5906;Male;29; $9.810,00 
3961;Male;53; $20.227,00 
4721;Male;40; $12.632,00 
5411;Male;40; $8.107,00 
4239;Female;46; $24.062,00 
3356;Male;34; $7.733,00 
3554;Female;22; $23.236,00 
5116;Female;29; $9.908,00 
5219;Male;54; $18.725,00 
3347;Female;36; $21.574,00 
3326;Female;22; $14.330,00 
4985;Male;19; $2.312,00 
4843;Male;18; $21.908,00 
5345;Male;38; $33.790,00 
5894;Female;32; $13.337,00 
4157;Female;55; $23.069,00 
4781;Female;59; $10.605,00 
3464;Female;64; $25.906,00 
3716;Female;27; $21.987,00 
3459;Female;31; $19.640,00 
3278;Male;34; $21.477,00 
3533;Female;28; $9.593,00 
3783;Female;28; $24.863,00 
4476;Female;61; $19.320,00 
5242;Female;64; $6.034,00 
4904;Male;40; $8.921,00 
4858;Male;29; $12.319,00 
3453;Male;25; $22.761,00 
4082;Female;21; $12.004,00 
4400;Female;46; $3.896,00 
3475;Male;32; $9.643,00 
5866;Male;31; $29.427,00 
5973;Female;42; $19.466,00 
5343;Male;30; $11.184,00 
5886;Male;34; $8.248,00 
4377;Male;34; $34.839,00 
3928;Male;41; $11.038,00 
3455;Female;23; $9.680,00 
3209;Male;18; $8.667,00 
5194;Male;25; $8.377,00 
3677;Female;33; $9.089,00 
3048;Female;29; $14.258,00 
5986;Female;31; $11.129,00 
3319;Male;64; $23.036,00 
4201;Male;21; $27.774,00 
4261;Female;45; $9.227,00 
4586;Male;27; $20.104,00 
5676;Female;38; $33.548,00 
3521;Male;36; $2.127,00 
5333;Male;35; $13.013,00 
3360;Male;60; $11.217,00 
5938;Female;59; $22.938,00 
5358;Female;55; $15.046,00 
4478;Male;37; $34.114,00 
4491;Male;45; $29.793,00 
4660;Female;46; $4.614,00 
3096;Female;30; $12.137,00 
5313;Female;44; $5.684,00 
5698;Male;52; $4.121,00 
5386;Male;43; $10.757,00 
5140;Male;27; $30.629,00 
3500;Male;33; $15.707,00 
5093;Male;63; $16.464,00 
5163;Female;40; $21.597,00 
3068;Female;52; $16.680,00 
5715;Female;41; $7.142,00 
4575;Male;54; $2.259,00 
3831;Female;20; $30.061,00 
5857;Female;38; $19.607,00 
4762;Male;39; $6.455,00 
5931;Male;30; $26.773,00 
3053;Male;24; $9.053,00 
4946;Female;29; $19.850,00 
4523;Female;41; $16.358,00 
4405;Male;49; $14.307,00 
4797;Female;28; $8.292,00 
5415;Female;25; $21.211,00 
3171;Male;34; $10.312,00 
3713;Female;37; $16.856,00 
5099;Male;24; $8.497,00 
4187;Female;25; $3.694,00 
3229;Male;30; $7.153,00 
3248;Female;18; $12.302,00 
4430;Male;43; $19.111,00 
5240;Female;26; $34.332,00 
5545;Male;23; $13.984,00 
5531;Female;22; $9.589,00 
4786;Female;28; $5.186,00 
4348;Male;44; $11.696,00 
5222;Male;38; $23.297,00 
4941;Female;18; $10.591,00 
5546;Female;41; $14.630,00 
4909;Male;25; $3.365,00 
3944;Female;33; $25.014,00 
3134;Male;64; $5.758,00 
4987;Female;32; $7.813,00 
4503;Male;19; $17.326,00 
5202;Male;37; $7.463,00 
4741;Male;24; $24.212,00 
4651;Female;40; $25.796,00 
5692;Male;37; $10.782,00 
4111;Female;18; $27.747,00 
4322;Female;58; $26.715,00 
5154;Male;26; $3.757,00 
3140;Male;33; $22.368,00 
4933;Female;36; $33.395,00 
3833;Female;38; $7.193,00 
5645;Male;33; $15.613,00 
4037;Female;55; $10.260,00 
4200;Male;21; $12.481,00 
4134;Male;20; $10.907,00 
3559;Female;38; $11.825,00 
4623;Male;38; $7.305,00 
4403;Female;37; $10.956,00 
5200;Male;65; $19.310,00 
5610;Male;29; $7.375,00 
5123;Female;27; $10.138,00 
5388;Male;46; $9.801,00 
4515;Female;26; $12.829,00 
4592;Male;59; $31.460,00 
4932;Female;52; $5.011,00 
5001;Male;55; $17.099,00 
4625;Male;39; $10.697,00 
3116;Male;59; $3.106,00 
4500;Male;37; $2.642,00 
4713;Female;48; $20.497,00 
5511;Male;48; $25.050,00 
4446;Male;33; $12.650,00 
25927;Female;28; $16.402,00 
26338;Female;31; $21.194,00 
25578;Female;64; $15.023,00 
25694;Female;64; $33.129,00 
26267;Male;28; $4.957,00 
24392;Female;50; $8.362,00 
26714;Male;36; $9.702,00 
24917;Female;39; $15.538,00 
24249;Female;57; $22.875,00 
24790;Female;33; $17.814,00 
25898;Female;20; $9.938,00 
24077;Male;56; $17.988,00 
25496;Male;23; $8.796,00 
26030;Male;36; $5.013,00 
26137;Female;31; $24.801,00 
26183;Female;40; $4.268,00 
32331;Male;21; $25.694,00 
30260;Female;23; $10.708,00 
32873;Male;32; $22.996,00 
30380;Male;38; $17.402,00 
30909;Male;59; $4.691,00 
31140;Female;24; $10.544,00 
30926;Male;56; $14.390,00 
8907;Male;33; $22.683,00 
7588;Female;33; $25.763,00 
7327;Female;25; $3.878,00 
7287;Male;19; $18.999,00 
6772;Male;32; $19.877,00 
6341;Female;57; $21.127,00 
7727;Female;25; $20.338,00 
7272;Male;45; $9.298,00 
6410;Male;63; $6.206,00 
6012;Male;26; $24.405,00 
8776;Male;23; $15.818,00 
7606;Female;24; $13.819,00 
6728;Male;24; $18.508,00 
6481;Female;33; $5.432,00 
6031;Male;21; $6.860,00 
6981;Female;65; $16.998,00 
6122;Female;25; $13.290,00 
7635;Male;34; $6.335,00 
6510;Male;19; $6.921,00 
7905;Male;39; $26.047,00 
8324;Male;28; $9.348,00 
7627;Male;26; $27.616,00 
8477;Male;44; $7.075,00 
8330;Male;23; $6.216,00 
7455;Female;33; $24.115,00 
6721;Male;61; $15.239,00 
7867;Male;61; $23.462,00 
8063;Female;35; $3.209,00 
8923;Male;26; $10.135,00 
6917;Male;57; $6.607,00 
8306;Female;31; $20.509,00 
6121;Female;20; $20.431,00 
7322;Male;60; $11.670,00 
8872;Male;32; $28.300,00 
8993;Female;20; $13.748,00 
6603;Male;38; $16.460,00 
8418;Male;22; $15.531,00 
6872;Female;39; $21.140,00 
7932;Male;31; $6.166,00 
8416;Female;37; $22.340,00 
7553;Female;52; $23.105,00 
7912;Female;37; $3.134,00 
6200;Female;61; $24.137,00 
7005;Male;26; $24.161,00 
6924;Female;24; $14.485,00 
8460;Female;21; $26.929,00 
8663;Female;19; $7.407,00 
8089;Female;39; $10.056,00 
6352;Female;41; $3.896,00 
6286;Female;59; $22.101,00 
8902;Male;40; $16.286,00 
8047;Male;34; $3.500,00 
7383;Male;36; $19.728,00 
7853;Female;36; $2.173,00 
7764;Male;18; $20.117,00 
6753;Female;40; $9.504,00 
7200;Male;32; $5.106,00 
6742;Female;37; $18.915,00 
7822;Male;35; $2.323,00 
7106;Female;23; $16.419,00 
7557;Male;21; $12.668,00 
8264;Male;20; $10.636,00 
6802;Female;30; $15.049,00 
6263;Female;53; $20.856,00 
6838;Female;56; $5.117,00 
8722;Female;22; $19.641,00 
8134;Female;57; $3.499,00 
7411;Female;33; $2.333,00 
6526;Female;34; $34.677,00 
8273;Male;19; $11.267,00 
7992;Female;37; $20.365,00 
8278;Male;18; $5.777,00 
8467;Male;30; $4.729,00 
7242;Female;26; $19.509,00 
7741;Female;26; $23.369,00 
7255;Female;48; $24.214,00 
6678;Male;18; $4.740,00 
7798;Female;40; $23.270,00 
8414;Female;40; $3.101,00 
8654;Male;50; $19.984,00 
8818;Male;18; $14.915,00 
8429;Female;34; $29.480,00 
7704;Male;31; $33.057,00 
6599;Male;35; $10.608,00 
9992;Male;36; $15.646,00 
11406;Female;59; $22.858,00 
9099;Female;33; $6.452,00 
11396;Male;61; $6.786,00 
11854;Female;38; $15.680,00 
9492;Male;20; $8.158,00 
9526;Male;26; $22.379,00 
10925;Male;25; $20.898,00 
11463;Male;28; $20.986,00 
9240;Female;34; $13.938,00 
9284;Female;46; $2.181,00 
55279;Female;27; $16.397,00 
54055;Male;25; $5.724,00 
56137;Female;54; $18.111,00 
56810;Female;26; $12.583,00 
1547;Female;65; $11.907,00 
1225;Male;28; $12.518,00 
119;Male;36; $14.402,00 
1598;Male;24; $11.774,00 
477;Male;31; $24.465,00 
1546;Female;27; $23.558,00 
1668;Male;37; $2.568,00 
887;Male;25; $6.718,00 
458;Female;27; $4.046,00 
2987;Male;60; $17.282,00 
107;Female;36; $23.170,00 
432;Female;39; $17.148,00 
124;Female;22; $30.300,00 
1147;Male;30; $5.053,00 
989;Male;31; $6.462,00 
2475;Male;58; $20.155,00 
2006;Female;25; $15.945,00 
555;Male;26; $3.582,00 
2833;Male;56; $21.491,00 
1751;Female;18; $17.716,00 
1655;Female;33; $18.481,00 
658;Male;54; $22.491,00 
2402;Male;36; $4.487,00 
2702;Male;37; $26.084,00 
500;Female;32; $7.661,00 
362;Male;41; $10.941,00 
2920;Female;21; $11.843,00 
2521;Male;45; $15.286,00 
2563;Male;34; $14.906,00 
504;Female;38; $10.976,00 
2069;Female;38; $16.338,00 
2727;Male;40; $7.853,00 
506;Male;54; $16.652,00 
2149;Female;48; $14.614,00 
2229;Female;40; $18.489,00 
521;Male;64; $8.700,00 
2463;Male;31; $7.385,00 
809;Male;28; $19.534,00 
106;Female;32; $10.550,00 
2598;Male;45; $18.319,00 
1278;Male;32; $22.616,00 
792;Female;24; $22.594,00 
297;Female;18; $24.257,00 
2748;Female;29; $23.315,00 
2821;Female;24; $23.129,00 
2720;Female;48; $21.401,00 
1912;Female;36; $10.203,00 
188;Female;45; $21.139,00 
2935;Female;23; $2.140,00 
2570;Male;21; $26.378,00 
2483;Female;22; $3.838,00 
2962;Male;31; $24.006,00 
435;Female;30; $16.793,00 
1166;Male;34; $5.353,00 
916;Male;31; $2.803,00 
2017;Male;35; $15.177,00 
1521;Female;23; $14.076,00 
991;Male;56; $10.562,00 
1884;Female;24; $18.764,00 
974;Female;38; $9.194,00 
1549;Female;31; $5.788,00 
1802;Male;32; $19.830,00 
550;Male;25; $21.697,00 
1793;Female;28; $7.753,00 
2076;Female;35; $14.899,00 
428;Male;26; $2.378,00 
2279;Female;25; $18.350,00 
1752;Male;35; $30.006,00 
2282;Male;37; $15.040,00 
599;Female;36; $16.550,00 
326;Male;39; $15.164,00 
711;Female;53; $14.242,00 
1024;Female;44; $2.856,00 
2939;Female;26; $3.589,00 
2024;Male;35; $9.285,00 
2917;Male;29; $15.960,00 
2904;Female;21; $19.115,00 
2645;Male;56; $26.933,00 
1114;Male;43; $15.151,00 
1952;Female;38; $26.361,00 
1639;Male;39; $9.600,00 
1671;Female;30; $12.775,00 
2199;Female;60; $2.854,00 
1440;Male;22; $32.536,00 
2050;Female;38; $22.493,00 
846;Male;32; $17.665,00 
2979;Female;54; $6.052,00 
2719;Male;38; $18.941,00 
1261;Female;23; $7.529,00 
1516;Female;33; $7.103,00 
2;Male;31; $12.069,00 
365;Female;31; $18.134,00 
274;Female;35; $22.121,00 
408;Male;62; $19.893,00 
527;Female;44; $18.793,00 
934;Male;23; $8.541,00 
2180;Male;52; $17.604,00 
28;Male;25; $6.808,00 
1385;Female;49; $26.472,00 
642;Female;24; $4.711,00 
2697;Male;36; $21.969,00 
2398;Female;20; $13.482,00 
2568;Female;18; $23.715,00 
2176;Male;43; $5.711,00 
751;Male;51; $17.580,00 
1290;Male;38; $30.394,00 
1379;Female;40; $16.946,00 
1917;Male;26; $17.250,00 
2813;Male;18; $6.209,00 
1479;Female;22; $4.035,00 
2390;Male;23; $18.697,00 
593;Female;36; $26.313,00 
18;Male;42; $22.586,00 
710;Female;24; $11.190,00 
2114;Female;32; $10.186,00 
1315;Female;29; $2.637,00 
2291;Male;21; $20.626,00 
2485;Male;54; $15.309,00 
1854;Female;20; $2.790,00 
1186;Female;21; $17.283,00 
973;Female;21; $16.631,00 
1366;Male;35; $16.291,00 
153;Male;32; $27.611,00 
2810;Male;29; $10.798,00 
1176;Female;22; $9.211,00 
871;Female;20; $28.649,00 
960;Male;29; $18.205,00 
194;Female;49; $13.735,00 
2615;Male;25; $21.856,00 
1709;Male;26; $12.192,00 
1127;Female;35; $6.726,00 
810;Male;31; $13.347,00 
2875;Female;49; $6.573,00 
882;Male;27; $6.782,00 
680;Male;53; $17.035,00 
145;Female;39; $23.477,00 
1365;Female;25; $7.574,00 
2973;Male;52; $9.841,00 
1137;Male;51; $24.100,00 
2667;Female;38; $19.576,00 
2707;Female;51; $14.401,00 
1309;Female;46; $20.915,00 
151;Female;32; $24.771,00 
2103;Male;30; $2.955,00 
170;Female;62; $24.477,00 
1091;Male;28; $10.932,00 
864;Female;40; $19.687,00 
2393;Male;25; $24.081,00 
1469;Male;36; $26.258,00 
522;Female;30; $14.098,00 
1935;Male;32; $13.861,00 
628;Female;24; $15.585,00 
2115;Male;59; $19.754,00 
446;Male;33; $20.377,00 
1013;Female;45; $9.872,00 
2371;Male;21; $31.389,00 
2461;Female;31; $25.982,00 
966;Female;22; $12.326,00 
772;Male;40; $22.008,00 
1304;Female;56; $9.866,00 
2660;Male;40; $22.399,00 
803;Male;24; $25.360,00 
1155;Female;18; $20.837,00 
377;Male;25; $22.945,00 
2952;Female;35; $12.310,00 
2795;Male;31; $5.413,00 
2408;Female;39; $23.338,00 
1269;Male;57; $20.905,00 
517;Female;40; $7.913,00 
1879;Female;19; $11.782,00 
1869;Male;64; $5.276,00 
2839;Male;30; $11.619,00 
2202;Female;32; $10.265,00 
770;Male;26; $21.626,00 
1903;Female;40; $6.232,00 
2504;Male;48; $23.111,00 
2704;Male;36; $10.418,00 
1915;Female;24; $29.486,00 
2037;Male;45; $14.655,00 
2539;Female;20; $34.953,00 
383;Female;39; $5.282,00 
1777;Male;23; $12.716,00 
644;Female;49; $8.403,00 
1726;Male;23; $16.810,00 
1032;Female;48; $6.987,00 
2786;Male;34; $29.577,00 
472;Male;22; $10.380,00 
1231;Male;23; $17.248,00 
1931;Female;23; $12.978,00 
1149;Female;18; $25.378,00 
2193;Female;29; $24.120,00 
131;Male;61; $21.943,00 
1691;Male;30; $24.351,00 
545;Female;22; $24.389,00 
2937;Male;63; $12.526,00 
1910;Male;29; $2.079,00 
724;Female;37; $22.342,00 
476;Female;46; $32.888,00 
2168;Female;31; $20.900,00 
1348;Male;34; $14.561,00 
1427;Male;51; $34.683,00 
2223;Female;37; $8.187,00 
2245;Female;22; $8.990,00 
15072;Male;18; $18.338,00 
17458;Male;56; $23.052,00 
16929;Female;28; $22.121,00 
15495;Male;35; $6.008,00 
15776;Female;49; $20.460,00 
16888;Female;29; $11.375,00 
15047;Male;63; $18.258,00 
23086;Male;20; $7.941,00 
22836;Female;35; $20.096,00 
22272;Male;36; $21.878,00 
23362;Male;56; $4.725,00 
48143;Female;39; $10.619,00 
48493;Female;45; $12.584,00 
47684;Female;22; $19.926,00 
45247;Male;40; $34.767,00 
45413;Female;29; $7.140,00 
45501;Female;37; $7.344,00 
18922;Male;52; $9.678,00 
20542;Female;27; $26.729,00 
19597;Female;30; $23.100,00 
18347;Female;42; $34.281,00 
19258;Male;47; $24.101,00 
18037;Female;29; $17.858,00 
19665;Female;63; $18.835,00 
20215;Female;30; $23.109,00 
19944;Male;40; $34.122,00 
18368;Male;34; $8.614,00 
19005;Female;39; $18.513,00 
18232;Male;34; $11.806,00 
20649;Female;45; $32.830,00 
19279;Male;21; $9.544,00 
19464;Female;41; $32.895,00 
19463;Male;55; $15.532,00 
20629;Male;36; $3.696,00 
20217;Female;20; $34.885,00 
20898;Female;29; $13.309,00 
19381;Male;65; $7.548,00 
20259;Female;33; $4.794,00 
20679;Male;61; $15.992,00 
20001;Female;36; $7.241,00 
19172;Female;59; $8.618,00 
20957;Female;29; $20.427,00 
19771;Female;36; $12.009,00 
43030;Female;27; $11.508,00 
43429;Male;37; $24.134,00 
42223;Male;23; $2.044,00 
44227;Female;63; $18.213,00 
42349;Male;20; $5.438,00 
44270;Female;22; $8.748,00 
43510;Female;29; $14.733,00 
44735;Female;46; $8.429,00 
44832;Male;18; $14.609,00 
43533;Male;36; $24.736,00 
42861;Male;61; $4.352,00 
44291;Female;18; $21.294,00 
44321;Female;34; $12.705,00 
44370;Male;23; $17.985,00 
44672;Male;43; $21.295,00 
42126;Female;23; $12.460,00 
42235;Female;31; $20.806,00 
43088;Male;38; $18.788,00 
42426;Female;58; $19.909,00 
44761;Male;37; $33.639,00 
43365;Male;34; $19.015,00 
42285;Male;24; $10.571,00 
43666;Female;18; $4.902,00 
42095;Female;19; $7.711,00 
43638;Male;48; $9.779,00 
43864;Male;30; $4.949,00 
43355;Male;46; $18.723,00 
44180;Male;18; $16.109,00 
44078;Female;31; $9.827,00 
44148;Male;30; $34.576,00 
42565;Male;24; $12.488,00 
44613;Female;30; $6.402,00 
44141;Female;20; $25.743,00 
44237;Female;59; $12.681,00 
43281;Female;18; $21.025,00 
43747;Male;24; $4.742,00 
42003;Male;33; $18.661,00 
43236;Female;31; $14.195,00 
42072;Female;30; $22.833,00 
44063;Male;40; $24.240,00 
43064;Male;56; $32.920,00 
42284;Male;34; $18.868,00 
42989;Female;56; $21.341,00 
44900;Male;59; $20.329,00 
44523;Female;31; $24.867,00 
44450;Male;35; $15.677,00 
43388;Male;38; $16.311,00 
43215;Male;35; $19.977,00 
43218;Male;34; $18.767,00 
43928;Male;20; $18.215,00 
44770;Female;37; $14.519,00 
44527;Female;65; $18.670,00 
44214;Male;26; $10.843,00 
43611;Male;22; $3.166,00 
42926;Female;52; $24.305,00 
44782;Male;23; $6.631,00 
42894;Male;61; $13.859,00 
